"","version","age_1","agegroup_1","sex_1","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16a","v16b","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v51","v52","v53","v55","v56","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","v68a","v69","v70","v71","v72a","v72b","v73a","v73b","v74a","v74b","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v85","v86","v87","v88","v89","v90","v91","v92","v93","v94","v95","v96","v97","v98","v99","v100","v101","v102","v103","v104","v105","v106","v107","v108","v109","v110","v111","v112","v113","v114","v115","v116","v117","v118","v119","v120","v121","v122","v123","v124","v125","v126","v127","v128","v129","v130","v131","v132","v133","v134","v135","v136","v137","v138","v139","v140","v141","v142","v143","v144","v145","v146","v147","v148","v149","v150","v151","v152","v153","v154","v155","v156","v157","v158","v159","v160","v161","v162","v163","v164","v165","v166","v167","v168","v169","v170","v171","v172","v173","v174","v175","v176","nv176","v177","v178","v179","nv179","v179a","v180","nv180","v180a","v181_1","v182","v183","v184","v185","v186","v187","v188","v189_1","v190","v191","v192","v193","v194_1","v195","day","month","zone","sample","panel","mergenumber","age_2","agegroup_2","sex_2","v189_2","v181_2","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14","q15","q16","q17","q18","q19","q20","q21","v194_2","date","w_arabs"
"1112",1,62,6,2,1,4,4,1,3,3,4,5,5,3,3,3,1,4,3,3,2,2,2,1,3,4,6,2,2,6,5,7,2,2,1,2,2,4,1,1,2,3,3,3,3,4,1,3,3,NA,4,NA,NA,3,2,5,5,5,2,1,1,4,1,5,3,4,3,NA,1,3,6,2,3,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,1,1,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,NA,2,1,2,1,5,NA,NA,NA,2,3,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,90,NA,NA,NA,NA,NA,NA,5,1,3,2,1,4,NA,NA,NA,NA,8,3,1,2,16,4,1993,1,18,4,3,17,4,3,15,1,"y3",5,5,2,2,3,1,1,6,0,7100,3,1,20,1,8,1,1,86766543,62,6,2,1,17,1,NA,9,90,4,3,6,3,1,5,4,2,4,2,5,3,4,1,1,2,1,3,12,1
"1113",3,74,7,2,1,2,3,1,5,5,NA,NA,NA,NA,NA,1,2,4,4,NA,NA,1,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,3,4,NA,NA,NA,3,1,3,2,1,NA,NA,NA,3,NA,3,NA,NA,1,4,NA,NA,NA,3,3,3,7,1,4,5,5,3,NA,5,7,10,2,1,2,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,5,99,6,2,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,5,NA,2,1,2,3,4,NA,5,NA,2,3,1,9,2,1,2,3,5,NA,2,NA,NA,6,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,5,2,2,NA,NA,0,0,0,1,2,1,1,4,2,3,NA,NA,NA,NA,8,3,8,2,17,4,1993,NA,17,4,3,17,4,3,17,1,"5",5,5,3,2,4,1,2,4,0,3570,3,1,27,1,3,2,1,39068129,74,NA,2,1,19,1,NA,2,99,4,4,6,5,2,4,3,3,3,3,5,3,3,3,9,2,1,3,15,1
"1114",2,28,2,1,1,4,3,1,4,3,NA,NA,NA,NA,NA,3,1,4,4,NA,NA,1,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,4,NA,NA,NA,4,2,4,2,1,NA,NA,NA,4,4,2,3,1,3,4,NA,NA,NA,2,2,3,8,1,999,10,3,6,1,5,3,7,2,1,2,1,2,1,2,2,2,2,2,3,9,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,2,1,2,3,2,3,NA,5,NA,4,5,4,4,1,1,1,2,2,1,1,2,2,9,2,1,1,9,4,90,4,4,40,60,10,1,4,1,1,2,3,4,NA,NA,NA,NA,1,3,1,1,16,4,1993,1,16,4,3,16,4,3,16,1,"y5",5,5,3,3,3,1,1,6,0,70,1,1,28,1,54,2,0,544864317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1115",1,25,2,1,1,3,4,1,3,2,5,4,7,4,3,3,1,4,4,3,2,4,3,2,1,4,7,7,1,3,7,6,6,1,1,2,4,2,1,2,3,4,4,3,3,4,1,4,4,NA,2,NA,NA,3,4,7,7,8,2,3,1,5,1,6,5,1,9,NA,4,1,4,5,NA,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,3,3,3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,NA,5,NA,2,1,4,NA,NA,NA,1,1,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,99,99,NA,NA,NA,NA,NA,NA,4,2,4,3,1,2,NA,NA,NA,NA,8,2,1,1,17,4,1993,1,17,4,3,17,4,3,15,2,"7",4,1,4,3,3,1,1,6,0,2560,1,1,26,1,8,2,1,89954879,NA,2,1,1,12,1,NA,4,90,1,2,2,5,1,5,3,4,5,1,5,4,3,2,2,2,2,1,11,1
"1116",1,61,6,1,1,3,3,45,4,4,8,4,99,3,2,2,2,4,3,3,2,2,4,3,2,1,3,4,3,2,6,5,2,1,1,3,2,3,1,1,3,2,3,3,1,2,1,4,2,NA,4,NA,NA,2,2,5,7,99,2,7,5,8,6,4,9,5,6,NA,8,7,8,2,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,1,1,2,2,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,9,1,3,2,3,1,9,NA,NA,7,5,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,4,4,NA,NA,NA,NA,NA,NA,4,1,1,3,4,2,NA,NA,NA,NA,8,2,2,1,16,4,1993,1,17,4,3,16,4,3,18,1,"13",3,3,4,3,3,1,1,6,0,9000,3,1,26,1,8,2,1,86441336,61,NA,1,1,17,1,NA,4,4,1,2,4,3,2,5,5,4,1,2,5,5,1,5,4,2,1,3,15,1
"1117",2,40,4,1,1,3,4,14,3,3,NA,NA,NA,NA,NA,4,2,3,3,NA,NA,1,3,2,4,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,3,1,4,3,3,NA,NA,NA,3,3,9,2,2,3,3,NA,NA,NA,3,999,999,999,999,999,999,999,99,1,99,99,99,5,NA,5,NA,4,NA,9,9,9,9,9,9,9,9,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,5,NA,NA,4,NA,1,1,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,95,97,9,99,NA,NA,NA,4,95,1,1,4,3,2,NA,NA,NA,NA,8,2,8,1,17,4,1993,1,17,4,3,17,4,3,12,2,"74",2,1,2,3,3,1,1,4,0,6600,3,1,2,2,54,3,1,546651504,40,NA,1,9,15,1,NA,11,91,4,3,2,5,2,5,3,1,1,1,1,3,3,4,5,9,2,3,15,1
"1118",2,NA,8,2,1,3,3,1,5,5,NA,NA,NA,NA,NA,3,1,2,4,NA,NA,1,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,NA,NA,NA,9,3,3,3,2,NA,NA,NA,3,2,3,2,3,2,4,NA,NA,NA,1,1,1,10,1,1,8,1,3,1,7,3,10,2,3,2,3,2,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,2,3,2,3,2,3,NA,7,NA,6,6,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,1,3,2,2,2,2,50,70,20,3,2,1,3,2,1,4,NA,NA,NA,NA,8,3,2,1,17,4,1993,1,17,4,3,17,4,3,16,2,"y3",5,5,3,3,3,1,1,5,0,2610,3,1,22,1,2,1,1,29910124,80,NA,2,1,16,1,NA,2,4,1,2,6,1,2,5,5,5,1,1,4,5,2,3,9,5,2,3,24,1
"1119",3,42,4,1,1,4,3,17,3,5,NA,NA,NA,NA,NA,4,3,3,4,NA,NA,4,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,1,9,3,2,3,NA,NA,NA,3,NA,3,NA,NA,4,4,NA,NA,NA,2,2,2,2,2,2,7,10,6,NA,1,1,99,5,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,8,NA,NA,2,5,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,4,3,98,98,NA,NA,20,20,20,4,99,2,4,3,2,1,NA,NA,NA,NA,8,8,8,1,17,4,1993,1,17,4,3,17,4,3,11,2,"97",3,3,3,4,4,1,1,9,0,9100,3,1,22,1,4,1,1,49828351,NA,4,1,1,13,1,NA,4,4,2,3,4,1,2,3,4,3,2,2,4,3,2,2,4,5,2,3,16,1
"1120",2,26,2,1,1,2,3,1,9,9,NA,NA,NA,NA,NA,1,1,4,4,NA,NA,4,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,2,4,3,2,1,NA,NA,NA,2,2,4,3,4,3,4,NA,NA,NA,3,1,2,3,10,7,6,4,3,1,4,3,2,2,3,2,2,2,1,5,1,2,2,1,2,4,3,1,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,9,NA,2,3,2,3,2,3,NA,4,NA,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,2,90,8,2,10,1,2,4,99,1,1,1,1,1,NA,NA,NA,NA,8,4,8,3,83,2,1993,NA,83,2,1,83,2,1,14,2,"12",3,1,4,5,3,1,2,5,1,9000,1,1,20,1,8,1,1,542136234,26,2,1,1,14,2,2,NA,90,1,4,1,2,2,4,4,1,1,1,2,4,1,4,3,5,1,1,11,1
"1121",1,45,4,1,1,2,2,40,4,3,7,7,7,4,2,2,1,2,4,4,2,2,2,3,4,1,5,3,3,3,7,3,9,1,3,3,2,4,1,1,3,1,3,2,1,2,1,4,3,NA,4,NA,NA,3,3,7,7,7,2,1,1,10,1,1,10,999,6,NA,1,1,4,5,NA,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,3,4,NA,1,2,1,3,NA,NA,7,5,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,4,4,NA,NA,NA,NA,NA,NA,4,1,2,3,4,1,NA,NA,NA,NA,8,3,8,1,17,4,1994,1,17,4,3,17,4,3,14,1,"",1,1,NA,NA,3,1,1,4,0,2600,3,1,19,1,52,1,1,523366519,47,NA,1,1,14,1,NA,2,91,4,3,6,5,2,4,3,2,1,1,5,4,4,1,9,2,2,3,15,1
"1122",3,60,6,2,1,3,3,1,4,5,NA,NA,NA,NA,NA,2,2,3,1,NA,NA,2,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,NA,NA,3,1,3,2,2,NA,NA,NA,3,NA,4,NA,NA,1,4,NA,NA,NA,1,5,2,3,999,999,6,2,6,NA,3,5,5,2,9,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,4,4,8,99,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,2,NA,NA,1,1,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,5,4,90,NA,NA,40,70,50,4,4,1,1,3,4,2,NA,NA,NA,NA,8,8,1,1,18,4,1994,1,18,4,3,18,4,3,18,1,"45",5,3,3,1,3,NA,1,6,0,1139,3,1,27,1,4,2,1,49581039,60,NA,2,9,18,1,NA,4,90,9,3,6,5,1,4,2,2,2,1,3,2,4,4,9,5,2,3,12,1
"1123",1,25,2,2,1,2,3,1,3,3,99,99,9,4,1,3,1,4,4,4,2,3,1,2,3,4,7,7,7,7,7,7,9,3,1,3,9,9,1,1,1,1,3,3,2,3,2,3,3,NA,2,NA,NA,3,9,9,5,9,3,5,5,5,4,9,7,7,3,NA,6,6,10,2,3,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,1,2,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,9,9,NA,9,NA,9,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,2,NA,NA,NA,NA,NA,NA,98,1,2,1,3,4,NA,NA,NA,NA,8,3,8,2,16,4,1994,1,16,4,3,16,4,3,12,2,"47",3,3,4,2,2,1,2,3,0,831,1,1,3,2,8,3,0,86585097,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1124",1,26,2,1,1,3,2,1,3,4,5,5,5,3,3,2,2,2,1,2,1,3,4,3,2,1,5,6,6,5,6,3,5,2,2,1,1,4,4,2,1,4,2,2,2,2,2,2,3,NA,3,NA,NA,3,4,6,4,7,2,5,5,5,4,5,3,3,9,NA,5,5,5,5,NA,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,3,3,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,3,1,1,2,3,2,NA,NA,4,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,99,3,NA,NA,NA,NA,NA,NA,1,2,1,2,3,4,NA,NA,NA,NA,2,2,1,2,17,4,1994,1,17,4,3,17,4,3,12,9,"y5",5,5,3,2,3,1,1,6,0,7900,1,1,3,2,50,3,0,508950534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1125",3,69,6,1,1,2,3,1,3,3,NA,NA,NA,NA,NA,2,1,3,3,NA,NA,2,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,NA,NA,2,1,3,2,4,NA,NA,NA,3,NA,3,NA,NA,2,4,NA,NA,NA,2,3,3,6,999,999,7,7,6,NA,7,5,8,2,9,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,3,3,5,99,8,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,3,5,NA,5,NA,4,NA,4,NA,3,2,4,NA,1,2,4,NA,2,3,1,2,2,NA,NA,3,6,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,4,4,NA,NA,0,0,0,9,4,9,9,9,9,9,NA,NA,NA,NA,9,9,9,2,17,4,1994,NA,19,4,3,17,4,3,17,1,"97",5,3,2,2,4,1,1,6,0,2660,3,1,27,1,8,2,1,89422591,69,NA,1,1,18,1,NA,8,8,1,3,4,3,1,5,5,4,1,1,5,3,1,3,9,5,1,1,12,1
"1126",1,69,6,2,1,3,3,17,4,5,1,7,99,4,1,2,3,4,9,4,1,1,4,3,2,1,7,7,1,7,7,7,3,1,1,1,1,3,1,1,4,1,3,3,3,3,1,4,2,NA,3,NA,NA,1,4,5,9,99,2,10,1,1,1,1,1,1,1,NA,10,1,1,1,9,1,9,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,3,3,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,9,1,9,1,9,1,9,NA,NA,7,5,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,91,NA,NA,NA,NA,NA,NA,2,1,1,2,3,4,NA,NA,NA,NA,8,3,2,1,16,4,1994,1,16,4,3,16,4,3,15,2,"y3",5,3,3,2,4,3,1,5,0,2100,3,1,3,2,4,3,1,48576684,69,NA,2,3,15,1,NA,1,4,1,2,6,1,2,5,5,5,2,1,5,5,5,5,9,6,2,3,12,1
"1127",2,45,4,2,1,2,3,17,5,5,NA,NA,NA,NA,NA,3,2,3,4,NA,NA,3,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,9,NA,NA,NA,4,1,2,3,3,NA,NA,NA,3,3,3,3,3,2,4,NA,NA,NA,2,8,1,3,3,1,6,7,1,1,8,3,2,3,1,1,2,1,3,9,3,9,2,9,5,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,1,3,1,2,1,3,1,3,NA,5,NA,2,5,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,1,90,1,1,60,40,20,3,99,1,1,2,4,3,NA,NA,NA,NA,8,8,2,2,17,4,1994,1,17,4,3,17,4,3,10,2,"45",4,2,3,3,3,1,2,3,0,7100,1,1,3,2,8,3,0,86781034,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1128",2,80,8,2,1,3,3,23,4,4,NA,NA,NA,NA,NA,1,1,4,4,NA,NA,3,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,NA,NA,NA,2,4,9,2,3,NA,NA,NA,9,4,3,3,9,2,4,NA,NA,NA,2,999,999,999,999,1,10,999,6,1,10,10,6,5,NA,5,NA,3,9,2,2,2,2,2,5,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,3,2,3,2,3,2,NA,5,NA,6,6,3,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,1,4,4,90,4,4,90,50,85,1,1,1,2,3,1,4,NA,NA,NA,NA,9,3,1,4,17,4,1994,1,17,4,3,17,4,3,15,1,"y3",5,9,4,3,3,1,2,5,0,4000,3,1,27,1,4,2,1,48512490,80,NA,2,1,15,1,NA,4,90,20,2,6,1,2,4,4,4,1,4,5,4,5,2,9,5,2,3,12,1
"1129",2,57,5,1,1,5,4,53,4,5,NA,NA,NA,NA,NA,3,1,4,4,NA,NA,1,3,1,2,4,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,NA,NA,NA,4,3,4,3,3,NA,NA,NA,3,3,3,3,3,1,4,NA,NA,NA,1,2,2,2,2,2,2,2,9,1,1,1,1,5,NA,5,NA,5,NA,5,5,5,5,5,5,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,5,NA,NA,7,NA,3,5,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,4,98,98,9,98,80,20,20,4,97,2,4,3,2,2,NA,NA,NA,NA,8,3,8,1,89,3,1994,1,89,3,2,89,3,2,17,1,"y0",1,4,3,3,4,1,1,6,0,6600,3,1,4,2,3,3,1,35582053,57,NA,1,1,17,2,12,NA,98,33,9,6,5,2,9,9,1,1,1,3,9,9,4,9,9,1,3,15,1
"1130",3,69,6,1,1,5,3,1,4,5,NA,NA,NA,NA,NA,2,2,2,4,NA,NA,2,4,1,3,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,NA,NA,NA,2,2,2,2,3,NA,NA,NA,9,NA,1,NA,NA,2,3,NA,NA,NA,2,7,2,6,3,1,8,5,6,NA,8,7,3,5,NA,5,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,4,8,0,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,2,3,5,NA,5,NA,2,3,5,NA,2,NA,NA,1,6,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,9,4,4,NA,NA,80,90,70,2,4,2,2,1,3,4,NA,NA,NA,NA,1,3,1,2,17,4,1994,NA,17,4,3,17,4,3,19,1,"y3",5,3,3,3,4,1,1,6,0,9400,3,1,26,1,3,2,1,35362670,NA,6,1,1,20,1,NA,4,4,1,2,6,5,2,4,4,4,3,4,3,3,4,4,1,3,2,3,16,1
"1131",3,40,4,1,1,3,3,1,4,2,NA,NA,NA,NA,NA,3,3,4,4,NA,NA,1,2,1,3,4,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,NA,NA,NA,4,1,2,3,2,NA,NA,NA,2,NA,9,NA,NA,4,2,NA,NA,NA,3,2,1,7,1,1,7,999,3,NA,2,3,5,2,1,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,2,5,0,8,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,2,3,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,3,3,2,5,NA,NA,1,6,NA,2,1,1,1,1,1,1,1,1,1,9,2,1,3,4,2,2,NA,NA,50,75,40,1,3,2,1,9,9,9,NA,NA,NA,NA,1,2,1,1,17,4,1994,1,17,4,3,19,4,3,15,1,"13",3,1,3,4,3,1,1,6,0,2630,1,1,21,1,8,1,1,86887546,40,4,1,1,15,1,NA,4,4,4,3,1,4,1,4,4,4,3,3,1,4,2,3,1,1,2,1,11,1
"1132",2,19,1,2,1,4,4,9,4,2,NA,NA,NA,NA,NA,3,2,4,3,NA,NA,3,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,NA,NA,NA,2,3,2,4,1,NA,NA,NA,3,4,1,4,2,1,1,NA,NA,NA,1,5,5,5,1,3,10,999,6,1,1,1,99,1,3,3,2,3,2,3,3,3,2,3,4,3,1,1,1,2,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,1,3,1,3,5,NA,NA,5,NA,5,6,2,3,1,1,1,1,4,1,1,2,2,2,2,2,2,5,4,90,4,4,60,20,10,3,98,1,2,1,3,4,NA,NA,NA,NA,2,3,8,1,17,4,1994,1,17,4,3,17,4,3,12,2,"y1",3,5,4,4,3,1,1,3,1,6200,1,1,1,2,3,3,1,527587994,19,1,2,1,12,1,NA,4,90,2,2,6,3,1,2,4,3,4,2,5,3,4,3,1,2,2,1,11,1
"1133",2,22,1,2,1,5,3,1,4,3,NA,NA,NA,NA,NA,3,1,4,3,NA,NA,1,4,1,3,2,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,NA,NA,NA,3,4,3,2,1,NA,NA,NA,2,1,1,4,9,1,2,NA,NA,NA,1,1,1,10,1,1,9,8,3,4,6,9,2,2,1,1,3,3,2,3,1,1,1,1,9,9,1,1,1,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,2,3,1,3,2,3,NA,5,NA,4,5,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,2,2,2,3,90,100,80,1,4,2,1,2,3,4,NA,NA,NA,NA,8,8,8,1,81,3,1994,1,81,3,2,81,3,2,12,2,"74",4,1,4,4,3,1,1,3,0,3000,1,1,3,2,54,3,1,545412189,22,1,2,1,12,1,NA,2,2,4,2,1,3,2,4,4,9,2,4,4,2,4,3,4,5,9,1,12,1
"1134",3,45,4,1,1,3,3,1,4,3,NA,NA,NA,NA,NA,3,2,3,4,NA,NA,2,4,1,3,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,NA,NA,1,2,3,3,2,NA,NA,NA,2,NA,2,NA,NA,3,4,NA,NA,NA,2,8,6,8,8,999,7,5,3,NA,8,6,8,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,7,7,99,99,7,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,1,2,2,3,5,NA,4,NA,2,3,2,3,5,NA,4,NA,1,3,1,3,2,NA,NA,2,6,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,1,91,NA,NA,70,80,60,3,4,1,1,3,2,4,NA,NA,NA,NA,8,8,8,2,17,4,1994,NA,17,4,3,17,4,3,11,2,"97",5,3,4,4,4,3,1,4,0,7400,3,1,27,1,9,2,1,98874032,45,NA,1,3,12,1,NA,4,4,3,2,6,3,2,4,5,5,2,2,4,5,4,5,5,5,2,3,12,1
