"","ID","date","date_telephone","agree_1","citizen‎","age","age_group","sex","educ","v144","v6","v8_code1","v8_code2","v8_code3","v601","v9","v10","v11","v12","v700","v14","v15a","v15b","v15c","v19","v701","v20","v702","v21","v36","v703","v704","v27","v28","v29","v30","v25","v22","v33","v35","v86","v89","v45","v46","v47","v48","v49a","v49z","v49b","v49s","v49i","v49k","v49h","v49f","v49c","v49j","v49y","v49t","v52a","v52b","v52c","v50","v51","v622a","v622b","v623","v53","v58","v59","v60","v61","v62","v63","v64","v65","v66","v68","v69","v104","v104a","v504","v609","v705","v106","v107","v706","v111","v601b","v506","v73","v510","v511","v109","v110","v115","v116","v707a","v707b","v707c","v119","v120","v619","v121","v122","v123","v708","v125","v126","v127","v128","v620a","v620z","v620s","v620b","v620i","v620k","v620h","v620c","v620f","v620j","v620y","v620","v712","v130","v131","v513","v134","v137","v138_code","v139","v140","v141","v143_code","sector","data_collection","Version‎","language‎","date_after","agree_2","F1","F2","F3","F5","F7","N1","F9","F110","F10","N11","N50","N51","N622a","N622b","N623","w_panel1","w_panel2","w_jews_panel1","w_jews_panel2","w_arabs_panel1","w_arabs_panel2"
"1481",268175,2022-10-30,"",1,1,36,3,1,6,1,2,15,NA,NA,9,4,4,4,2,4,2,1,4,3,4,3,3,2,2,3,2,98,NA,NA,NA,NA,1,1,3,2,3,3,2,3,1,1,7,5,6,8,8,7,4,4,4,1,0,NA,8,7,6,9,7,NA,9,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,3,NA,NA,4,NA,NA,7,2,3,4,1,1,4,2,3,8,4,2,1,3,3,2,3,2,3,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,1,4,"",2,"25",5,7,7,1,1,1,1,1,"09/11/2022",1,1,99,1,1,7,2,23,2,3,3,7,5,NA,7,5,0.567844331264496,0.481677919626236,0.585030972957611,0.515078723430634,NA,NA
"1482",268177,2022-10-30,"",1,1,NA,1,2,5,4,3,32,NA,NA,2,4,2,3,4,3,2,3,2,1,4,2,1,2,3,4,3,2,NA,NA,NA,NA,2,2,1,1,4,4,1,3,5,5,98,98,98,98,98,98,98,0,0,0,0,NA,98,2,1,8,5,5,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,98,NA,NA,6,4,4,4,2,3,2,1,4,5,2,2,1,3,3,2,3,3,3,98,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,5,4,"",1,"98",1,1,1,1,1,1,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01345086097717,NA,1.04412436485291,NA,NA,NA
"1483",268178,2022-10-30,"",1,1,25,2,2,5,5,4,15,NA,NA,4,5,3,3,4,3,NA,3,4,2,3,NA,2,2,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,2,7,5,2,0,0,7,4,7,2,0,NA,6,8,9,5,7,0,NA,5,NA,3,5,3,3,2,4,4,4,3,4,4,2,NA,1,3,4,1,2,2,5,5,5,1,1,2,NA,NA,8,7,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,9,3,8,9,9,3,1,98,98,4,3,1,5,4,"",1,"Y2",1,5,3,1,1,1,2,1,"16/11/2022",1,1,2,3,1,6,2,3,3,3,3,8,8,0,NA,5,0.89810049533844,0.994637191295624,0.925282776355743,1.06360793113708,NA,NA
"1484",268180,2022-10-30,"",1,1,NA,4,1,9,5,3,21,NA,NA,2,5,4,3,1,4,NA,3,4,1,2,NA,2,1,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,4,4,10,5,2,3,0,3,7,7,6,4,NA,0,8,9,5,5,5,NA,5,NA,3,4,3,3,4,1,4,3,2,4,4,2,NA,2,4,2,1,3,3,4,1,1,3,3,4,NA,NA,8,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,10,6,98,98,9,3,1,0,0,5,8,2,16,6,"",1,"13",5,11,6,1,1,1,2,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.708030998706818,NA,0.729460597038269,NA,NA,NA
"1485",268183,2022-10-30,"",1,1,NA,4,2,6,1,5,18,NA,NA,1,5,4,5,4,3,NA,1,4,3,3,NA,3,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,10,0,5,5,10,10,0,1,1,0,0,NA,10,6,0,8,2,NA,7,2,NA,4,3,4,4,2,4,3,4,2,2,2,6,NA,1,1,5,1,1,11,3,4,0,1,1,4,NA,NA,8,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,5,5,9,8,2,1,0,0,0,7,6,4,1,2,"1976",2,"24",2,10,8,1,1,1,2,1,"09/11/2022",1,1,6,6,1,7,2,46,3,2,3,8,2,NA,7,2,0.528974235057831,0.445373266935349,0.544984400272369,0.476256608963013,NA,NA
"1486",268191,2022-10-30,"",1,1,NA,3,1,1,1,5,15,NA,NA,3,5,3,4,2,3,3,1,4,3,4,2,1,1,1,2,3,4,NA,NA,NA,NA,4,1,2,4,4,4,3,4,5,5,5,5,5,5,10,10,0,0,0,5,5,NA,5,5,5,5,5,NA,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,NA,NA,11,4,1,0,1,3,1,4,4,1,1,4,3,2,2,3,3,3,3,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,4,"",1,"Y1",1,5,8,1,1,1,1,1,"09/11/2022",1,2,NA,5,1,4,4,1,4,1,4,5,5,NA,5,5,0.918659865856171,0.829356968402863,0.946464419364929,0.886866748332977,NA,NA
"1487",268193,2022-10-30,"",1,1,37,3,2,5,1,4,15,NA,NA,1,5,3,5,4,4,2,1,2,4,4,3,98,2,1,2,98,1,NA,NA,NA,NA,4,1,2,2,4,3,3,2,1,1,10,0,0,5,10,10,0,0,0,0,0,NA,10,0,0,10,0,NA,8,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,10,1,2,2,2,2,1,2,3,6,1,2,1,4,2,4,3,2,98,3,98,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,2,4,"",2,"97",3,7,5,1,1,1,1,1,"27/11/2022",1,1,5,1,3,5,1,1,98,2,4,10,0,NA,9,0,0.845610618591309,0.727044105529785,0.871204257011414,0.777459263801575,NA,NA
"1488",268194,2022-10-30,"",1,1,NA,7,2,7,5,3,33,NA,NA,2,3,4,3,2,1,NA,3,4,1,1,NA,3,2,4,4,98,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,3,0,6,2,0,0,0,0,2,2,2,2,NA,0,6,6,1,8,1,NA,2,NA,4,4,4,5,5,3,3,4,3,4,4,2,NA,4,4,2,2,2,2,5,3,1,2,3,1,NA,NA,5,7,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,10,6,10,10,6,2,0,3,8,2,4,2,1,2,"1970",1,"23",4,7,2,1,1,1,2,1,"09/11/2022",1,1,2,4,1,7,4,5,3,2,3,3,8,1,NA,5,1.07684636116028,1.02295279502869,1.10943865776062,1.09388709068298,NA,NA
"1489",268198,2022-10-30,"",1,1,NA,7,1,9,5,3,4,NA,NA,1,1,3,2,3,98,NA,3,4,1,1,NA,3,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,10,6,0,1,1,8,5,8,3,6,NA,0,5,10,5,8,1,NA,7,NA,4,5,5,4,5,2,3,4,4,4,4,2,NA,4,4,1,3,2,3,4,5,5,1,1,4,NA,NA,3,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,10,5,5,7,6,4,1,98,7,5,6,2,1,3,"1974",1,"21",5,9,2,1,1,1,2,1,"09/11/2022",1,1,2,6,1,2,4,5,3,1,4,5,7,3,NA,5,1.12422966957092,1.10155713558197,1.15825605392456,1.1779420375824,NA,NA
"1490",268200,2022-10-30,"",1,1,NA,7,2,4,5,4,28,18,NA,2,4,3,3,2,2,NA,3,4,1,2,NA,3,1,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,1,10,1,0,0,0,9,5,5,0,0,NA,0,9,10,2,10,2,NA,2,NA,3,5,5,3,4,1,4,4,4,4,4,2,NA,4,4,2,2,2,3,4,5,4,2,2,4,NA,NA,6,6,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,2,2,2,2,4,5,6,6,5,8,3,1,2,"1949",1,"12",3,9,2,1,1,1,2,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74212694168091,NA,1.79485487937927,NA,NA,NA
"1491",268201,2022-10-30,"",1,1,NA,4,1,4,5,4,61,NA,NA,2,4,3,3,1,1,NA,3,4,2,1,NA,3,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,3,0,10,5,0,0,0,10,5,5,5,5,NA,0,7,10,10,10,0,NA,5,NA,4,5,5,5,5,4,4,4,4,4,4,2,NA,4,4,3,2,2,3,5,3,3,1,1,4,NA,NA,5,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,98,5,98,98,5,5,5,5,5,5,5,1,40,3,"1990",1,"51",2,7,3,5,1,1,2,1,"16/11/2022",1,1,2,6,1,8,3,53,3,2,3,8,8,0,NA,7,1.23634648323059,1.33145773410797,1.27376627922058,1.42378449440002,NA,NA
"1492",268202,2022-10-30,"",1,1,NA,5,1,5,5,4,65,NA,NA,2,5,5,3,3,1,2,3,4,1,2,1,3,2,4,4,4,4,NA,NA,NA,NA,1,2,3,1,2,2,2,4,2,2,2,10,10,2,1,1,8,10,10,4,1,NA,1,9,10,7,8,1,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,3,4,3,1,1,2,4,2,2,9,9,1,4,2,4,1,3,1,4,4,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,10,4,"",1,"34",4,9,5,1,1,1,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2596994638443,NA,1.29782605171204,NA,NA,NA
"1493",268203,2022-10-30,"",1,1,68,6,2,6,5,3,32,NA,NA,1,3,4,4,4,4,2,4,1,2,2,1,1,2,4,4,2,3,NA,NA,NA,NA,1,2,3,2,3,4,4,3,2,3,0,8,0,0,0,0,10,0,0,0,0,NA,5,10,10,9,2,0,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,98,NA,NA,9,2,1,2,3,2,4,2,4,6,7,1,2,4,3,3,4,3,3,2,2,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,3,"1979",1,"41",1,5,1,1,1,1,1,1,"14/11/2022",1,1,7,6,98,4,3,6,98,98,98,5,5,0,NA,5,1.07684636116028,1.02295279502869,1.10943865776062,1.09388709068298,NA,NA
"1494",268205,2022-10-30,"",1,1,NA,1,2,5,4,2,18,NA,NA,2,3,3,2,4,3,NA,1,3,2,4,NA,98,3,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,98,1,6,3,98,1,1,1,1,0,0,0,0,NA,5,5,4,7,2,5,NA,3,NA,98,4,5,2,1,3,3,4,4,4,4,3,NA,4,2,4,4,3,4,3,5,2,1,2,1,NA,NA,6,6,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,10,5,10,10,98,4,0,0,0,8,5,3,3,4,"",1,"44",1,5,3,1,1,1,2,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01345086097717,NA,1.04412436485291,NA,NA,NA
"1495",268208,2022-10-30,"",1,1,48,4,1,9,5,5,3,NA,NA,2,3,3,3,1,1,NA,3,4,1,1,NA,3,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,9,5,0,0,0,5,10,10,5,7,NA,0,5,8,3,9,1,NA,7,NA,3,4,3,3,4,4,3,4,3,4,4,9,NA,3,4,1,4,2,5,7,5,0,1,1,4,NA,NA,8,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,10,6,6,6,6,3,1,5,5,1,6,2,16,6,"",1,"23",5,9,5,1,1,1,2,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.708030998706818,NA,0.729460597038269,NA,NA,NA
"1496",268209,2022-10-30,"",1,1,NA,4,2,5,5,3,3,12,NA,2,3,3,4,2,3,NA,4,3,1,1,NA,2,2,4,4,3,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,10,4,1,1,1,7,7,4,0,0,NA,1,1,10,5,5,0,NA,2,NA,3,3,5,5,4,2,3,1,4,4,3,2,NA,3,3,3,4,3,94,4,3,2,1,1,4,NA,NA,7,4,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,10,10,10,10,6,0,0,98,98,5,8,2,3,5,"",1,"33",1,5,2,1,1,1,2,1,"11/11/2022",1,1,2,6,1,7,3,3,3,3,3,5,5,0,NA,3,1.13803482055664,1.16720306873322,1.17247903347015,1.24813997745514,NA,NA
"1497",268210,2022-10-30,"",1,1,NA,3,1,9,5,2,15,8,NA,1,4,4,2,2,2,NA,3,1,4,1,NA,2,2,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,0,10,9,0,3,3,8,6,6,3,6,NA,0,9,9,5,8,4,NA,4,NA,2,4,4,1,4,4,4,4,4,3,4,2,NA,3,3,2,4,3,3,5,5,5,1,1,4,NA,NA,8,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,10,6,8,8,6,1,1,0,0,6,5,2,1,4,"",2,"25",5,7,4,1,1,1,2,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.674502611160278,NA,0.694917380809784,NA,NA,NA
"1498",268212,2022-10-30,"",1,1,23,2,2,6,1,5,18,4,NA,2,5,5,5,4,4,NA,1,4,3,4,NA,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,10,0,0,5,10,10,0,0,0,0,0,NA,10,4,0,8,0,NA,10,0,NA,5,5,5,5,1,1,4,4,4,3,3,6,NA,1,4,5,1,1,11,2,3,1,1,1,3,NA,NA,8,6,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,8,2,8,8,0,0,0,0,0,8,3,4,1,4,"",2,"31",1,5,3,1,1,1,2,1,"09/11/2022",1,1,6,6,1,3,1,1,1,2,4,10,0,NA,8,0,0.417449742555618,0.379526704549789,0.430084466934204,0.40584409236908,NA,NA
"1499",268213,2022-10-30,"",1,1,49,4,1,8,1,1,64,NA,NA,2,4,3,4,4,4,NA,1,2,4,4,NA,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,7,2,2,10,8,8,0,0,0,0,0,NA,10,3,1,10,3,NA,7,3,NA,3,5,4,4,4,4,3,4,4,2,2,4,NA,2,3,5,1,1,8,2,4,1,1,1,4,NA,NA,4,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,10,0,9,7,4,0,0,0,0,9,5,4,1,2,"1973",2,"25",3,11,10,1,1,1,2,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.670517683029175,NA,0.6908118724823,NA,NA,NA
"1500",268214,2022-10-30,"",1,1,21,1,2,7,5,2,52,NA,NA,4,4,5,2,2,4,NA,3,4,1,3,NA,3,1,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,5,98,98,98,98,98,98,98,98,98,98,98,NA,98,98,98,98,98,5,NA,6,NA,5,5,5,5,3,4,4,4,4,4,4,98,2,3,2,3,3,3,2,4,2,3,2,2,3,NA,NA,7,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,98,10,10,10,10,8,9,9,10,5,4,2,3,4,"",1,"Y2",4,9,4,1,1,1,2,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535206079483032,NA,0.55140483379364,NA,NA,NA
"1501",268216,2022-10-30,"",1,1,26,2,2,5,5,2,40,NA,NA,2,2,4,3,2,4,NA,1,4,3,2,NA,4,1,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,6,6,0,0,0,0,6,4,8,0,0,NA,4,4,4,10,6,2,NA,3,NA,3,5,5,5,2,4,4,4,2,4,4,8,NA,4,4,5,1,3,4,2,5,5,1,2,3,NA,NA,7,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,6,2,5,6,8,3,0,0,0,6,1,2,3,4,"",1,"54",1,7,3,1,1,1,2,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89810049533844,NA,0.925282776355743,NA,NA,NA
"1502",268220,NA,"30/10/2022",1,1,50,5,1,8,1,5,22,NA,NA,2,5,5,5,4,NA,NA,NA,NA,NA,1,NA,3,2,4,1,98,4,4,4,2,1,NA,NA,NA,NA,NA,NA,1,NA,98,98,0,4,0,0,0,0,0,4,5,7,9,4,0,0,0,1,9,1,NA,7,NA,NA,NA,NA,NA,NA,98,4,1,4,3,4,3,NA,4,4,1,4,2,3,7,2,3,2,2,3,NA,NA,3,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,3,10,10,2,1,0,0,0,7,4,NA,NA,"",NA,"21",1,9,5,5,2,2,2,2,"15/11/2022",1,1,3,4,1,2,4,3,4,2,98,0,7,0,NA,6,0.143333956599236,0.260066360235214,NA,NA,0.12200228869915,0.171391859650612
"1503",268221,NA,"30/10/2022",1,1,40,4,1,8,4,5,50,NA,NA,2,5,5,5,3,NA,NA,NA,NA,NA,1,NA,3,1,4,1,4,2,2,4,4,4,NA,NA,NA,NA,NA,NA,1,NA,5,5,0,0,0,0,0,0,0,5,0,10,10,10,0,0,0,0,0,0,NA,8,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,99,5,4,1,5,98,97,12,7,4,4,2,2,2,NA,NA,1,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,5,5,5,0,0,0,3,0,6,2,NA,NA,"",NA,"71",3,11,5,2,2,2,2,2,"17/11/2022",1,1,12,6,1,6,4,6,4,1,1,0,3,0,NA,5,0.403425395488739,0.272602200508118,NA,NA,0.343385636806488,0.179653376340866
"1504",268225,NA,"30/10/2022",1,1,62,6,1,4,2,5,35,18,60,1,5,3,5,3,NA,NA,NA,NA,NA,3,NA,1,1,4,2,4,1,4,2,1,3,NA,NA,NA,NA,NA,NA,4,NA,5,5,0,0,98,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,4,4,3,4,4,4,94,NA,1,1,5,1,2,94,6,4,4,2,2,4,NA,NA,1,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,0,7,7,0,2,3,NA,NA,"",NA,"Y1",2,5,6,2,2,2,2,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59569573402405,NA,NA,NA,2.20939159393311,NA
"1505",268226,2022-10-30,"",1,1,39,3,2,8,1,2,62,NA,NA,2,5,3,5,4,4,1,1,2,4,4,3,3,1,1,2,2,1,NA,NA,NA,NA,1,1,4,2,3,3,1,2,1,1,9,0,5,10,10,10,0,0,0,0,0,NA,10,6,0,10,0,NA,9,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,10,1,5,3,1,1,1,2,3,3,1,2,1,4,3,3,2,3,2,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,2,4,"",2,"23",2,10,6,1,1,1,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.566864132881165,NA,0.584021091461182,NA,NA,NA
"1506",268227,NA,"30/10/2022",1,1,40,4,1,5,3,2,22,NA,NA,4,4,4,3,3,NA,NA,NA,NA,NA,1,NA,4,1,4,1,2,4,98,2,2,3,NA,NA,NA,NA,NA,NA,4,NA,4,4,3,5,0,98,5,5,3,6,7,7,8,8,5,6,6,0,6,98,NA,98,NA,NA,NA,NA,NA,NA,4,2,4,3,3,1,12,NA,3,4,3,98,3,12,4,5,5,3,2,3,NA,NA,1,5,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,98,98,6,6,7,3,2,3,5,5,8,3,NA,NA,"",NA,"51",4,5,4,2,2,2,2,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35819947719574,NA,NA,NA,1.15606558322906,NA
"1507",268230,NA,"30/10/2022",1,1,60,6,2,4,2,4,15,34,NA,3,5,4,4,4,NA,3,NA,NA,NA,1,1,3,2,3,98,2,3,2,4,3,1,2,1,4,3,4,3,3,4,1,5,0,0,0,0,0,0,0,0,0,7,5,5,0,0,0,2,1,1,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,2,NA,NA,12,4,2,3,2,2,3,1,3,5,4,3,2,4,3,3,3,2,3,3,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,NA,NA,"",NA,"98",2,7,4,2,2,2,1,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52041816711426,NA,NA,NA,2.14531707763672,NA
"1508",268233,2022-10-30,"",1,1,21,1,2,5,3,3,18,NA,NA,1,3,3,3,4,3,1,2,4,3,4,3,4,1,2,2,3,1,NA,NA,NA,NA,2,1,3,3,4,3,2,4,1,1,8,2,3,10,5,98,98,2,0,98,98,NA,9,5,0,10,0,7,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,3,NA,NA,5,NA,NA,99,2,2,2,2,2,1,2,2,5,7,2,3,1,3,3,3,3,1,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,"2010",2,"98",3,7,5,1,1,1,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33104383945465,NA,1.37132978439331,NA,NA,NA
"1509",268234,2022-10-30,"",1,1,NA,5,1,6,5,2,100,NA,NA,2,3,4,3,1,NA,4,NA,NA,NA,1,2,2,1,4,4,4,4,4,4,3,2,1,2,1,1,2,4,3,3,2,5,0,2,2,0,0,0,2,5,4,1,1,10,0,2,2,2,5,2,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,3,NA,NA,12,6,1,2,1,1,2,4,4,5,5,4,2,1,3,2,3,3,4,4,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,NA,"",NA,"71",5,7,5,5,2,1,1,2,"16/11/2022",1,1,13,4,1,1,4,3,4,2,2,0,5,0,NA,5,0.325033962726593,0.119946531951427,NA,NA,0.276660799980164,0.0790485143661499
"1510",268236,NA,"30/10/2022",1,1,42,4,1,5,1,5,50,NA,NA,4,2,2,3,4,NA,NA,NA,NA,NA,1,NA,4,3,4,1,4,4,4,4,2,1,NA,NA,NA,NA,NA,NA,3,NA,98,98,3,3,1,0,0,0,1,2,3,6,9,98,0,4,5,1,8,0,NA,7,NA,NA,NA,NA,NA,NA,4,4,3,4,4,4,3,NA,98,4,1,4,2,94,7,2,4,2,2,2,NA,NA,1,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,10,4,9,10,5,7,2,6,1,3,6,3,NA,NA,"",NA,"95",2,12,5,5,2,2,2,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571415960788727,NA,NA,NA,0.486375033855438,NA
"1511",268239,2022-10-30,"",1,1,NA,5,2,5,4,1,18,28,NA,2,4,4,4,3,1,1,1,3,4,4,3,4,1,1,4,4,1,NA,NA,NA,NA,1,2,1,4,4,4,2,1,5,5,5,7,98,4,2,2,5,3,2,0,0,NA,5,5,5,8,2,5,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,3,NA,NA,5,NA,NA,7,3,5,5,1,2,4,98,3,10,1,2,1,4,4,2,4,4,4,1,2,98,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,3,5,"",1,"33",1,7,3,1,1,1,1,1,"16/11/2022",1,1,10,4,1,6,1,3,98,4,4,8,5,5,NA,2,1.26148319244385,1.1334445476532,1.29966378211975,1.21204054355621,NA,NA
"1512",268242,2022-10-30,"",1,1,NA,1,1,5,5,3,25,23,NA,2,3,3,2,2,2,NA,3,4,1,3,NA,3,2,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,1,5,4,7,2,4,4,4,2,4,3,1,NA,5,7,4,6,4,5,NA,4,NA,3,4,4,5,3,2,3,3,4,4,4,98,3,4,2,3,1,3,2,3,2,0,3,2,3,NA,NA,8,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,10,5,5,5,9,1,0,0,0,6,5,2,3,4,"",1,"96",5,10,5,1,1,1,2,1,"12/11/2022",1,1,3,3,1,7,2,3,3,2,3,6,5,5,NA,5,1.0120176076889,1.14528810977936,1.04264771938324,1.22470545768738,NA,NA
"1513",268245,2022-10-30,"",1,1,NA,5,2,4,3,4,1,NA,NA,3,5,3,4,3,4,1,1,4,3,4,3,98,1,2,2,2,1,NA,NA,NA,NA,2,1,4,2,3,2,3,2,1,1,10,0,0,9,9,9,0,0,0,0,0,NA,8,1,1,9,0,8,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,98,NA,NA,1,1,1,1,2,2,1,98,3,5,1,2,1,4,3,4,4,4,2,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,5,"",2,"53",5,9,5,1,1,1,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59732496738434,NA,1.64567029476166,NA,NA,NA
