"","id","date","agree","age","agegroup","gender","educ","v5","v6","v8_code","v501","v514","v12","v13","v15","v16","v19","v20","v21","v503A","v25","v22","v26","v27","v28","v29","v30","v502","v45","v46","v47","v48","v49A","v49B","v49C","v49D","v49H","v49I","v49S","v49K","v49J","v50","v51","v52A","v52B","v52I","v52K","v52R","v63","v64","v65","v66","v67","v68","v69","v504","v73","v505","v506","v104E","v106","v107","v507","v508","v509","v111","v510","v511","v115","v116","v512_code","v513","v134","v135","v137","v139","v140","v141","v143_code","v144","v147","Language","sector","date_after","agree_after","E1_after","E2_after","E4_after","E7_after","E8A_after_code1","E8A_after_code2","E8A_after_code3","E8B_after_code1","E8B_after_code2","E8B_after_code3","E9_after","E10_after","E147_after","E17_after","E18_after","Institute","weights_panel_1","weights_panel_2","educ_w","religiosity_w","educ_arabs_w"
"687",10013,"26/02/2020",1,23,2,2,7,1,2,32,1,1,4,2,1,2,4,3,2,2,2,1,NA,NA,NA,NA,NA,NA,1,2,2,2,8,1,0,9,0,5,7,5,0,10,5,7,5,1,NA,NA,1,3,4,4,4,3,3,3,1,5,5,97,1,1,5,1,1,2,3,1,8,7,22,4,NA,6,2,1,"3",4,1,2,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.818584790707929,NA,4,2,3
"688",10016,"27/02/2020",1,23,2,1,4,1,3,22,3,2,2,2,3,4,1,2,4,4,1,2,NA,NA,NA,NA,NA,NA,2,3,1,1,0,6,8,0,3,2,0,0,5,4,5,0,6,3,NA,NA,1,4,4,4,4,4,4,2,1,6,5,3,5,4,94,2,2,6,3,4,3,1,24,2,1998,1,1,3,"4",4,1,5,3,1,1,"11/03/2020",1,1,2,4,2,"68","65","","12","07","",2,3,2,1,1,1,1.02206925952575,1.09298421499177,2,4,2
"689",10025,"24/02/2020",1,57,5,1,8,1,4,65,1,2,3,2,3,1,3,3,3,4,2,2,NA,NA,NA,NA,NA,NA,1,3,1,2,5,7,7,3,2,3,1,3,4,4,8,5,6,2,NA,NA,2,4,2,3,4,4,4,2,3,5,4,2,4,3,2,2,4,6,1,4,5,4,48,4,NA,2,1,3,"4",4,1,5,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.735888841118538,NA,4,4,3
"690",10079,"26/02/2020",1,23,2,1,4,1,3,32,2,1,4,2,3,4,1,3,4,4,1,2,NA,NA,NA,NA,NA,NA,1,4,4,4,6,6,2,0,7,1,0,0,8,10,10,5,6,7,NA,NA,4,4,4,3,4,2,2,1,1,6,5,99,6,98,2,2,95,98,2,5,10,1,88,6,NA,6,2,98,"סירוב",4,1,2,1,1,1,"05/03/2020",1,1,99,9,9,"75","","","35","","",5,3,3,1,1,1,1.13692490516122,1.21997864123603,2,2,2
"691",10080,"26/02/2020",1,23,2,2,3,1,2,71,98,2,4,2,1,2,4,98,1,1,3,1,NA,NA,NA,NA,NA,NA,4,4,2,2,10,0,0,8,0,0,8,8,0,10,0,10,0,0,NA,NA,1,3,4,3,4,3,3,4,3,4,2,1,98,1,1,1,7,1,3,1,98,5,8,4,NA,3,2,98,"5",4,1,2,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.83984977337994,NA,1,2,1
"692",10084,"26/02/2020",1,23,2,2,5,1,3,1,2,2,4,2,2,1,4,3,1,2,2,2,NA,NA,NA,NA,NA,NA,3,3,98,2,8,1,0,10,8,8,10,7,0,10,0,7,5,6,NA,NA,4,3,4,4,4,3,4,4,1,5,3,5,98,1,19,5,5,1,3,1,7,1,82,4,NA,3,2,2,"3",4,1,2,1,1,1,"11/03/2020",1,1,4,5,6,"64","","","24","","",1,2,1,1,1,1,0.799934544373484,0.824178434413818,3,2,2
"693",10092,"23/02/2020",1,23,2,2,7,1,3,26,1,1,3,2,1,3,4,4,1,1,1,1,NA,NA,NA,NA,NA,NA,1,2,2,2,8,5,0,4,0,10,0,9,0,10,6,8,6,0,NA,NA,1,4,4,3,4,3,3,4,1,6,4,8,1,1,8,8,8,2,3,1,6,3,88,4,NA,3,2,2,"6",4,1,1,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.866611606617809,NA,4,1,3
"694",10093,"01/03/2020",1,NA,3,1,7,1,2,32,2,3,2,1,3,4,1,3,3,2,3,98,NA,NA,NA,NA,NA,NA,2,4,4,3,7,7,7,5,3,2,5,4,4,5,5,8,7,2,NA,NA,4,4,4,2,2,4,4,1,3,4,5,97,2,5,94,94,95,5,2,5,7,2,31,4,NA,31,2,4,"3",3,1,4,1,1,1,"15/03/2020",1,2,94,2,6,"93","","","93","","",5,3,1,1,1,1,0.832570579541014,0.723451426363539,4,3,3
"695",10094,"01/03/2020",1,23,2,1,4,1,1,18,99,9,4,98,3,4,2,2,4,1,4,98,NA,NA,NA,NA,NA,NA,3,4,1,2,8,8,0,0,0,0,0,0,0,8,0,9,7,7,NA,NA,98,3,2,3,3,2,3,2,3,1,2,99,98,5,2,99,95,3,3,1,8,7,9,7,NA,1,1,3,"5",3,1,5,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.02206925952575,NA,2,4,2
"696",10134,"06/02/2020",1,35,3,2,5,1,3,1,1,1,4,1,4,1,3,3,1,1,4,1,NA,NA,NA,NA,NA,NA,3,4,2,2,7,0,0,2,0,10,5,10,0,7,0,6,3,0,NA,NA,4,3,4,2,3,4,2,1,1,3,2,7,6,1,7,7,7,2,3,2,8,2,21,4,NA,1,2,1,"4",7,1,1,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.846867140164023,NA,3,1,2
"697",10140,"17/02/2020",1,22,1,1,4,1,3,68,1,1,2,1,4,3,98,4,4,4,1,2,NA,NA,NA,NA,NA,NA,2,3,1,98,3,7,8,0,6,0,0,0,0,10,10,5,6,6,NA,NA,4,4,4,3,3,3,4,1,1,4,1,97,6,4,15,6,95,5,3,1,7,2,31,4,NA,1,1,98,"4",5,1,5,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.02206925952575,NA,2,4,2
"698",10141,"14/02/2020",1,22,1,2,4,1,3,1,1,2,4,2,2,1,4,3,1,1,3,1,NA,NA,NA,NA,NA,NA,3,3,1,2,8,5,0,3,5,7,7,7,5,10,2,8,5,3,NA,NA,2,4,4,98,2,3,4,4,3,4,3,1,6,1,5,1,95,1,3,1,7,5,21,4,NA,3,1,3,"4",4,1,5,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,2,1,1.02206925952575,NA,2,4,2
"699",10143,"05/02/2020",1,22,1,2,4,1,3,58,3,2,4,2,3,2,98,98,1,4,1,1,NA,NA,NA,NA,NA,NA,4,2,2,2,5,0,3,3,1,10,2,10,1,0,5,10,3,2,NA,NA,1,4,4,2,1,1,4,4,2,3,0,1,1,1,8,7,7,4,3,3,5,5,21,4,NA,1,2,1,"1.5",4,1,1,1,1,1,"11/03/2020",1,1,7,4,6,"59","","","19","","",1,2,1,1,1,1,1.20362890912434,1.50429982418995,2,1,2
"700",10153,"16/02/2020",1,22,1,1,4,1,1,15,10,1,4,2,2,1,4,2,1,2,1,1,NA,NA,NA,NA,NA,NA,1,4,4,2,8,3,0,10,0,6,4,6,0,10,4,9,5,0,NA,NA,4,2,4,4,4,3,2,4,1,5,5,4,5,1,5,4,95,1,1,1,10,1,11,4,NA,1,2,5,"5",4,1,2,1,1,1,"11/03/2020",1,1,4,5,6,"54","46","","11","01","",1,2,1,1,1,1,1.13692490516122,1.21997864123603,2,2,2
"701",10154,"11/02/2020",1,34,3,2,8,1,4,33,2,1,2,1,3,4,2,3,4,4,2,2,NA,NA,NA,NA,NA,NA,2,3,1,1,5,7,7,2,5,2,0,0,5,5,5,2,6,6,NA,NA,4,3,4,3,3,3,4,3,2,4,2,2,98,4,2,6,9,4,3,1,7,3,87,6,NA,1,1,3,"5",4,1,5,1,1,1,"12/03/2020",1,1,2,3,6,"73","48","51","11","","",2,2,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"702",10156,"11/02/2020",1,22,1,1,4,1,2,25,1,1,3,2,3,1,2,3,2,2,3,2,NA,NA,NA,NA,NA,NA,2,3,1,2,8,6,0,3,5,3,3,2,0,9,3,7,6,4,NA,NA,4,4,3,4,4,3,4,4,2,5,3,1,5,2,1,1,95,2,3,3,7,7,21,4,NA,10,2,3,"5",7,1,4,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.15634963894953,NA,2,3,2
"703",10180,"18/02/2020",1,22,1,1,4,1,3,28,4,1,4,1,4,3,4,3,4,3,1,2,NA,NA,NA,NA,NA,NA,3,3,1,2,5,10,0,0,5,0,0,0,0,5,5,0,5,5,NA,NA,2,4,3,1,3,1,1,1,3,2,2,2,3,4,2,2,95,5,3,1,5,4,31,4,NA,3,1,2,"4",3,1,5,1,1,1,"12/03/2020",1,1,2,3,4,"79","","","39","","",2,8,1,1,1,1,1.02206925952575,1.09298421499177,2,4,2
"704",10216,"16/02/2020",1,22,1,1,3,1,3,18,1,2,3,2,4,1,4,2,3,3,2,2,NA,NA,NA,NA,NA,NA,3,3,98,2,5,5,2,5,98,98,98,98,0,8,1,5,5,5,NA,NA,98,4,3,4,4,4,2,1,3,3,2,2,6,1,5,4,98,3,3,4,5,4,51,4,NA,3,2,2,"5",2,1,4,1,1,1,"12/03/2020",1,1,99,5,4,"48","","","31","","",3,2,1,1,1,1,1.87128420840388,2.09344265543256,1,3,1
"705",10223,"17/02/2020",1,22,1,1,4,1,2,66,1,1,3,1,3,4,2,3,4,4,1,2,NA,NA,NA,NA,NA,NA,2,4,1,1,4,7,7,2,4,2,2,2,1,10,10,4,6,4,NA,NA,4,4,4,3,3,4,4,4,2,5,4,2,6,5,2,2,95,5,3,4,4,1,21,5,NA,1,1,98,"5",4,1,3,1,1,1,"12/03/2020",1,1,2,5,5,"52","66","","11","","",12,4,1,1,1,1,1.15634963894953,1.15846023458436,2,3,2
"706",10224,"16/02/2020",1,22,1,2,4,1,3,1,3,1,2,2,4,1,2,3,1,4,1,2,NA,NA,NA,NA,NA,NA,1,1,1,2,5,9,7,3,4,1,1,1,1,5,6,3,9,5,NA,NA,4,4,2,4,4,4,4,4,1,5,4,2,1,4,2,94,95,5,3,4,7,5,33,4,NA,1,1,3,"6",5,1,5,1,1,1,"09/03/2020",1,1,2,5,2,"61","","","01","","",2,3,1,1,1,1,1.02206925952575,1.09298421499177,2,4,2
"707",10270,"06/02/2020",1,22,1,1,4,1,2,72,3,3,3,1,3,2,4,2,3,4,2,2,NA,NA,NA,NA,NA,NA,4,4,2,2,5,0,5,5,5,5,5,5,0,5,3,5,0,3,NA,NA,4,4,3,1,4,4,4,4,3,3,1,98,6,1,9,14,95,98,3,5,6,6,21,7,NA,1,1,2,"4",3,5,5,1,1,1,"04/03/2020",1,1,1,5,6,"43","","","03","","",1,3,1,1,1,1,1.022069,1.092984,2,4,2
"708",10344,"18/02/2020",1,22,1,2,4,1,1,23,1,1,3,1,4,3,4,4,3,3,2,99,NA,NA,NA,NA,NA,NA,2,2,2,2,7,3,0,3,7,0,2,99,0,6,6,6,4,10,NA,NA,99,3,1,3,4,4,4,3,2,4,1,97,99,98,9,94,95,4,3,3,3,1,82,4,NA,3,1,99,"6",3,1,4,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.15634963894953,NA,2,3,2
"709",10419,"02/02/2020",1,22,1,1,3,1,2,16,1,3,4,2,2,3,4,98,2,1,3,1,NA,NA,NA,NA,NA,NA,1,2,2,2,8,5,3,2,2,7,6,5,4,8,0,8,4,6,NA,NA,3,3,3,4,4,3,3,4,3,6,5,1,1,1,1,1,95,3,3,5,8,7,21,4,NA,3,1,2,"3",7,1,3,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,2,1,1.87128420840388,NA,1,3,1
"710",10424,"12/02/2020",1,21,1,2,4,1,2,1,3,1,3,2,2,3,3,3,1,3,1,2,NA,NA,NA,NA,NA,NA,2,2,2,2,7,5,2,8,5,5,8,5,0,10,7,5,3,2,NA,NA,4,3,4,3,4,4,3,4,1,3,1,98,2,2,5,4,5,3,3,1,7,7,21,4,NA,3,2,2,"4",3,1,2,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.13692490516122,NA,2,2,2
"711",10432,"24/02/2020",1,21,1,2,4,1,2,32,2,3,2,98,3,4,2,2,3,3,2,99,NA,NA,NA,NA,NA,NA,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,NA,NA,4,3,2,3,3,4,4,3,2,5,4,99,99,99,99,99,95,99,3,1,7,5,0,4,NA,5,1,3,"סירוב",3,1,4,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.15634963894953,NA,2,3,2
"712",10435,"23/02/2020",1,39,3,1,4,1,4,65,2,2,3,2,3,1,2,1,3,3,3,2,NA,NA,NA,NA,NA,NA,4,4,1,1,3,6,4,3,5,3,1,4,0,3,7,4,7,2,NA,NA,3,4,4,4,4,3,4,2,1,4,0,99,6,3,6,2,4,5,3,4,6,4,59,4,NA,2,1,3,"1",3,1,5,3,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.02206925952575,NA,2,4,2
"713",10441,"23/02/2020",1,21,1,1,4,1,2,32,1,1,3,98,4,3,2,1,1,1,1,99,NA,NA,NA,NA,NA,NA,3,3,4,2,5,3,3,3,3,3,0,0,0,10,10,7,3,5,NA,NA,4,4,2,3,4,4,4,3,3,1,4,99,6,5,99,99,95,4,3,3,5,3,92,4,NA,10,1,5,"3",4,1,5,1,1,1,"12/03/2020",1,1,99,2,6,"42","","","02","","",3,2,1,1,1,1,1.02206925952575,1.09298421499177,2,4,2
"714",10531,"23/02/2020",1,21,1,2,5,1,3,15,2,2,3,1,1,4,2,2,3,3,1,98,NA,NA,NA,NA,NA,NA,3,3,1,1,5,6,1,1,3,0,1,0,0,7,3,7,6,6,NA,NA,4,4,2,3,4,4,4,4,1,5,4,98,6,98,9,1,94,3,3,4,8,2,11,7,NA,1,1,3,"מסרב",4,1,5,1,1,1,"12/03/2020",1,2,94,2,9,"43","79","","39","","",8,3,2,1,1,1,0.719122699947309,0.738385073888072,3,4,2
"715",10532,"12/02/2020",1,21,1,2,4,1,2,71,3,3,3,2,2,1,98,3,1,2,2,1,NA,NA,NA,NA,NA,NA,2,4,2,2,8,3,0,9,8,8,7,8,0,10,1,8,0,0,NA,NA,1,2,4,4,4,3,2,3,3,5,4,4,5,1,5,5,94,2,3,4,6,3,57,4,NA,2,2,98,"5",4,1,2,1,1,1,"09/03/2020",1,1,4,4,5,"60","48","","19","07","01",1,3,1,1,1,1,1.13692490516122,1.21997864123603,2,2,2
"716",10571,"17/02/2020",1,62,6,1,4,1,1,28,4,1,4,2,1,2,1,4,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,9,0,0,7,0,6,0,5,0,10,0,10,0,0,NA,NA,2,4,4,4,4,4,4,4,2,6,5,1,1,1,1,1,1,1,2,2,5,7,21,1,1986,2,1,4,"4",4,1,3,1,1,1,"04/03/2020",1,1,1,5,6,"57","","","24","","",17,4,1,1,1,1,1.15634963894953,1.15846023458436,2,3,2
"717",10572,"17/02/2020",1,20,1,1,5,1,1,23,3,3,4,2,1,2,4,98,3,1,2,1,NA,NA,NA,NA,NA,NA,1,4,2,2,10,0,0,6,5,2,5,0,0,8,0,9,5,9,NA,NA,2,4,1,4,4,4,4,4,2,6,4,1,1,1,1,1,95,1,3,3,10,10,93,4,NA,1,1,3,"3",6,1,4,1,1,1,"12/03/2020",1,1,1,5,6,"70","","","24","","",1,3,1,1,1,1,0.813601687649164,0.782618572324398,3,3,2
"718",10578,"17/02/2020",1,20,1,2,5,1,3,5,2,2,1,2,4,1,4,98,1,1,4,1,NA,NA,NA,NA,NA,NA,4,4,98,98,8,2,98,4,98,8,5,8,0,8,0,9,6,3,NA,NA,98,2,4,4,4,1,1,4,2,4,0,8,1,1,8,8,95,2,3,2,5,98,8,6,NA,2,1,98,"5",10,1,1,1,1,1,"09/03/2020",1,1,8,5,6,"60","42","","16","02","",1,3,1,1,1,1,0.846867140164023,1.01625670489914,3,1,2
"719",10618,"02/02/2020",1,20,1,1,4,1,98,18,4,3,3,2,3,1,4,1,1,8,3,98,NA,NA,NA,NA,NA,NA,3,3,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,NA,NA,5,3,4,4,4,3,4,3,2,4,3,99,1,1,94,99,95,98,3,5,7,8,31,4,NA,3,1,4,"6",5,1,3,1,1,1,"12/03/2020",1,1,99,5,4,"98","","","98","","",9,3,1,1,1,1,1.15634963894953,1.15846023458436,2,3,2
"720",10623,"04/02/2020",1,20,1,2,7,1,2,46,2,2,3,1,3,4,3,98,4,4,1,2,NA,NA,NA,NA,NA,NA,1,3,1,2,4,7,2,2,2,1,1,1,1,8,5,1,7,6,NA,NA,2,4,1,4,4,4,4,3,1,4,3,2,6,5,2,2,95,3,3,1,7,98,11,4,NA,8,1,99,"4.5",3,1,5,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.735888841118538,NA,4,4,3
"721",10699,"28/02/2020",1,20,1,2,4,1,2,71,99,2,4,2,3,4,4,1,1,2,3,1,NA,NA,NA,NA,NA,NA,1,2,2,2,7,3,6,9,0,6,5,6,0,8,8,7,5,1,NA,NA,4,3,4,4,4,3,4,4,1,4,4,4,6,1,94,5,95,6,3,3,8,6,33,4,NA,2,2,98,"6",10,1,1,1,1,1,"09/03/2020",1,1,4,5,2,"78","","","30","","",1,3,1,1,1,1,1.20362890912434,1.50429982418995,2,1,2
"722",10700,"28/02/2020",1,20,1,2,4,1,3,15,3,2,3,98,3,4,3,3,2,3,2,98,NA,NA,NA,NA,NA,NA,3,1,98,2,5,4,2,3,6,1,2,1,3,8,5,5,6,6,NA,NA,4,4,3,3,4,3,4,1,3,4,4,97,5,5,1,94,94,3,3,1,7,6,8,7,NA,3,1,3,"6",6,1,4,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.15634963894953,NA,2,3,2
"723",10755,"23/02/2020",1,20,1,2,6,1,3,32,2,2,2,1,3,4,2,2,3,4,1,2,NA,NA,NA,NA,NA,NA,3,2,1,1,2,7,8,1,1,1,1,1,7,9,9,0,5,0,NA,NA,4,4,4,4,4,3,4,4,3,5,3,3,4,4,3,6,95,6,3,2,8,2,82,4,NA,13,1,3,"7",5,2,5,1,1,2,"04/03/2020",1,1,3,3,6,"83","","","83","","",2,3,1,1,2,1,0.747023820877075,0.612195134162903,3,4,2
"724",10756,"05/02/2020",1,19,1,1,3,1,3,18,2,3,2,1,1,3,1,2,4,4,1,2,NA,NA,NA,NA,NA,NA,2,4,1,1,1,7,8,0,4,1,0,0,3,2,7,0,5,3,NA,NA,5,4,4,3,3,4,4,4,2,5,5,2,1,4,2,2,95,4,3,4,7,1,23,4,NA,5,1,4,"4",5,1,5,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.65398249873891,NA,1,4,1
"725",10761,"05/02/2020",1,NA,1,2,3,1,2,1,98,3,3,98,98,98,4,98,3,1,98,98,NA,NA,NA,NA,NA,NA,2,98,2,2,10,5,0,5,5,0,6,6,5,10,0,10,5,7,NA,NA,2,98,98,2,4,2,98,98,3,2,1,1,98,98,1,1,95,1,3,1,8,7,7,6,NA,3,2,98,"4",6,1,4,1,1,1,"09/03/2020",1,1,1,3,6,"64","","","24","","",1,3,1,1,1,1,1.87128420840388,2.09344265543256,1,3,1
"726",10913,"13/02/2020",1,NA,1,1,4,1,3,61,1,1,4,2,4,3,4,1,3,3,1,2,NA,NA,NA,NA,NA,NA,4,4,1,2,6,6,4,3,5,2,0,0,0,10,10,4,7,5,NA,NA,4,1,1,1,4,4,4,4,3,6,5,2,6,4,2,10,95,98,3,4,10,6,81,5,NA,2,1,98,"מסרב",3,1,5,1,1,1,"09/03/2020",1,2,94,1,6,"61","","","24","","",2,4,2,1,1,1,1.02206925952575,1.09298421499177,2,4,2
"727",10917,"14/02/2020",1,19,1,1,4,1,2,5,1,2,2,1,3,4,2,3,2,3,1,2,NA,NA,NA,NA,NA,NA,2,3,4,4,4,6,8,4,2,1,1,1,0,95,95,5,7,3,NA,NA,4,4,3,4,4,4,4,3,1,6,4,94,5,5,3,2,95,5,3,4,6,4,52,4,NA,5,1,98,"5",5,1,5,1,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.02206925952575,NA,2,4,2
"728",10934,"11/02/2020",1,28,2,1,7,1,3,40,3,2,2,1,4,3,98,3,4,4,1,2,NA,NA,NA,NA,NA,NA,2,2,1,1,0,6,8,0,0,0,0,0,3,1,8,0,6,2,NA,NA,4,3,3,4,3,4,3,3,1,3,3,3,5,3,3,3,94,6,3,1,4,2,81,4,NA,1,1,1,"4",4,1,5,1,1,1,"05/03/2020",1,1,3,4,6,"51","","","11","07","",2,2,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"729",10941,"07/02/2020",1,19,1,1,4,1,3,32,1,3,1,1,4,98,98,3,2,3,1,2,NA,NA,NA,NA,NA,NA,3,4,99,99,99,99,99,99,99,99,99,99,99,4,7,99,99,99,NA,NA,5,3,1,4,1,4,1,1,3,2,2,97,98,98,99,99,99,5,3,1,8,3,33,4,NA,1,1,98,"6",6,1,5,1,1,1,"12/03/2020",1,1,99,1,6,"43","","","20","","",8,3,1,1,1,1,1.02206925952575,1.09298421499177,2,4,2
"730",10977,"26/02/2020",1,NA,1,1,4,1,2,60,3,2,2,1,NA,NA,3,2,4,4,1,2,2,4,3,3,2,4,1,3,1,1,0,5,5,NA,NA,NA,NA,NA,10,0,6,0,2,NA,7,8,1,2,1,4,4,3,3,1,1,4,3,11,1,3,11,12,95,7,3,3,5,4,8,NA,NA,NA,NA,2,"5",2,2,4,1,2,2,"09/03/2020",1,1,11,5,1,"60","61","","22","","",2,2,1,2,2,1,0.747023820877075,0.612195134162903,2,3,2
"731",10981,"09/02/2020",1,63,6,2,7,1,2,28,2,1,2,1,3,4,2,3,3,4,1,2,NA,NA,NA,NA,NA,NA,2,2,1,1,5,10,10,5,5,5,0,5,5,5,10,5,10,5,NA,NA,4,3,4,4,4,4,4,3,3,5,3,2,6,5,2,3,2,4,3,1,7,7,21,5,NA,40,1,3,"5",2,1,5,1,1,1,"09/03/2020",1,1,2,4,2,"49","43","","01","","",2,2,1,1,1,1,0.735888841118538,0.682562047209443,4,4,3
"732",10993,"05/02/2020",1,19,1,1,3,1,2,28,98,3,4,98,3,2,4,98,98,8,98,98,NA,NA,NA,NA,NA,NA,4,4,1,98,0,4,3,0,8,9,6,7,98,8,0,10,0,0,NA,NA,98,2,2,98,2,98,98,98,3,1,2,8,6,98,8,8,95,98,3,1,10,98,12,4,NA,2,2,98,"6",6,1,2,2,1,1,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,1.83984977337994,NA,1,2,1
"733",11014,"27/02/2020",1,NA,1,1,6,1,3,15,4,2,1,1,NA,NA,4,2,4,1,1,2,1,1,3,1,1,2,2,3,1,2,0,3,0,NA,NA,NA,NA,NA,9,0,7,0,0,NA,5,10,4,3,2,3,1,1,2,2,1,1,3,11,6,3,11,12,95,7,3,5,3,2,0,NA,NA,NA,NA,1,"6",4,2,1,2,2,2,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.747023820877075,NA,3,1,2
"734",11015,"27/02/2020",1,NA,1,2,6,1,1,60,4,2,4,1,NA,NA,3,3,4,4,4,2,1,4,4,4,1,1,3,1,1,1,0,0,0,NA,NA,NA,NA,NA,10,0,0,0,0,NA,0,2,4,3,2,3,4,3,3,4,1,1,4,11,6,3,11,6,95,5,3,1,1,1,0,NA,NA,NA,NA,5,"6",5,2,2,2,2,2,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,0.747023820877075,NA,3,2,2
"735",11039,"20/02/2020",1,41,4,1,3,1,3,63,4,2,1,1,NA,NA,4,4,4,4,1,2,2,4,3,4,1,4,2,4,1,1,0,4,8,NA,NA,NA,NA,NA,10,0,0,0,10,NA,10,7,4,4,4,4,4,4,1,4,3,5,4,11,3,3,2,2,94,7,3,1,10,5,31,NA,NA,NA,NA,5,"2",6,2,3,1,2,2,"11/03/2020",1,1,11,5,2,"65","","","22","","",2,3,1,2,2,1,2.58403372764587,3,1,3,1
"736",11042,"20/02/2020",1,58,5,1,8,1,2,33,3,2,4,2,NA,NA,4,4,4,4,1,2,2,4,1,4,1,1,1,4,1,1,0,0,0,NA,NA,NA,NA,NA,10,0,5,0,3,NA,9,9,4,4,1,4,4,4,4,4,1,5,5,11,1,3,11,11,11,7,3,4,5,5,27,NA,NA,NA,NA,5,"7",3,5,5,1,2,2,"09/03/2020",1,1,11,5,5,"65","","","32","22","",2,2,1,2,2,1,0.313817322254181,0.347150266170502,4,4,3
"737",11216,"26/02/2020",1,NA,7,1,2,1,5,47,2,2,4,1,NA,NA,1,3,4,4,2,2,1,4,4,4,1,1,2,3,1,3,0,5,10,NA,NA,NA,NA,NA,5,0,10,0,0,NA,8,8,4,3,3,4,4,4,4,4,3,5,0,11,6,3,11,12,11,7,1,4,3,5,8,NA,NA,NA,NA,1,"3",3,2,2,1,2,2,"11/03/2020",1,1,11,5,5,"65","61","","21","","",2,2,1,2,2,1,2.58403372764587,3,1,2,1
"738",11229,"27/02/2020",1,50,5,1,7,1,4,69,3,2,3,1,NA,NA,2,2,3,1,4,2,2,4,4,4,1,3,2,1,2,1,0,0,0,NA,NA,NA,NA,NA,10,0,0,0,0,NA,10,10,4,1,1,1,1,1,4,1,1,4,5,11,1,3,11,6,11,7,1,2,5,3,21,NA,NA,NA,NA,5,"4",6,2,2,1,2,2,"09/03/2020",1,1,11,4,2,"63","","","23","","",2,4,1,2,2,1,0.313817322254181,0.347150266170502,4,2,3
"739",11316,"27/02/2020",1,NA,4,1,7,1,2,69,4,2,1,1,NA,NA,1,1,2,4,1,2,1,3,2,4,1,4,1,3,4,4,3,4,4,NA,NA,NA,NA,NA,10,5,5,10,3,NA,10,10,4,2,2,4,4,4,4,2,3,6,5,11,6,3,11,11,11,5,3,3,7,6,31,NA,NA,NA,NA,5,"5",5,2,5,1,2,2,"11/03/2020",1,1,11,5,2,"65","","","22","","",2,2,1,2,2,1,0.313817322254181,0.347150266170502,4,4,3
"740",11321,"27/02/2020",1,50,5,2,2,1,2,21,3,2,2,1,NA,NA,2,4,4,1,1,1,1,4,4,2,4,4,3,4,1,1,3,7,5,NA,NA,NA,NA,NA,10,0,95,5,5,NA,10,10,5,4,1,4,4,4,4,4,3,4,2,11,3,3,11,11,11,4,3,2,1,1,58,NA,NA,NA,NA,2,"4",4,2,2,1,2,2,"",NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,1,2.58403372764587,NA,1,2,1
"741",11392,"01/03/2020",1,35,3,2,8,1,3,32,3,2,2,1,NA,NA,2,98,4,4,1,2,1,4,4,4,1,4,2,3,4,1,0,10,10,NA,NA,NA,NA,NA,8,0,10,0,10,NA,8,9,4,3,4,4,3,4,4,4,3,5,4,97,3,3,3,2,98,6,3,4,7,5,33,NA,NA,NA,NA,2,"5",5,5,3,1,2,2,"11/03/2020",1,1,2,5,4,"72","56","62","22","21","",2,3,1,2,2,1,0.313817322254181,0.347150266170502,4,3,3
